,project_name,oneliner,git_namespace,git_url,platform,topics,rubric,last_commit_date,stargazers_count,number_of_dependents,stars_last_year,project_active,dominating_language,organization,organization_user_name,languages,homepage,project_created,project_age_in_days,license,total_commits_last_year,total_number_of_commits,last_issue_closed,open_issues,closed_pullrequests,closed_issues,issues_closed_last_year,days_until_last_issue_closed,open_pullrequests,reviews_per_pr,development_distribution_score,last_released_date,last_release_tag_name,good_first_issue,contributors,accepts_donations,donation_platforms,code_of_conduct,contribution_guide,dependents_repos,organization_name,organization_github_url,organization_website,organization_location,organization_country,organization_form,organization_avatar,organization_public_repos,organization_created,organization_last_update,project_age_in_years,activity,community,size,total_score
402,navitia,"An open source web API, initially built to provide traveler information on urban transportation networks.",CanalTP,https://github.com/hove-io/navitia.git,github,"public-transportation,navitia,open-api,journey-planner,gtfs,trip-planner,mobility,mobility-as-a-service,trip-planning",Mobility and Transportation,"2022/08/17, 10:41:44",377.0,0.0,17.0,True,C++,Hove,hove-io,"C++,Python,CMake,Shell,C,Scala,Mako,HTML,Procfile",https://www.navitia.io/,"2013/06/19, 15:34:30",3356.0,AGPL-3.0,1141.0,19656.0,"2022/08/16, 13:10:41",32.0,3641.0,3768.0,309.0,11.0,4.0,2.3,0.869031486648067,,,0.0,63.0,False,,False,True,,,https://github.com/hove-io,https://www.navitia.io,Paris,,,https://avatars.githubusercontent.com/u/2743985?v=4,,,,9.194520547945206,2.357260726072607,2.91996699669967,3.9546204620462047,0.9101579210728686
404,mobility-data-specification,A data standard to enable communication between mobility companies and local governments.,openmobilityfoundation,https://github.com/openmobilityfoundation/mobility-data-specification.git,github,"mds,scooters,cities,carshare,bikesharing,scooter-sharing,mobility-as-a-service,bike-share,bike-sharing,mobility,mobility-data,micromobility,passenger-services,delivery-robot,geofencing,right-of-way,policy-as-code,delivery,taxi",Mobility and Transportation,"2021/11/04, 13:35:27",596.0,0.0,60.0,True,Python,Open Mobility Foundation,openmobilityfoundation,Python,https://www.openmobilityfoundation.org/about-mds/,"2018/05/03, 18:21:02",1576.0,CUSTOM,131.0,1451.0,"2022/08/04, 17:06:05",116.0,419.0,640.0,106.0,22.0,15.0,0.6,0.5866780529461999,"2021/11/04, 13:41:41",1.2.0,0.0,79.0,False,,True,True,,,https://github.com/openmobilityfoundation,http://www.openmobilityfoundation.org/,,,,https://avatars.githubusercontent.com/u/52187191?v=4,,,,4.317808219178082,2.486798679867987,2.4884488448844886,3.427392739273927,0.8311236715734042
405,OpenConcept,A toolkit for conceptual MDAO of aircraft with unconventional propulsion architectures.,mdolab,https://github.com/mdolab/openconcept.git,github,,Mobility and Transportation,"2022/08/12, 00:52:06",21.0,0.0,4.0,True,Python,MDO Lab,mdolab,Python,,"2018/06/28, 17:01:48",1520.0,MIT,15.0,157.0,"2022/08/11, 17:36:08",0.0,33.0,42.0,15.0,15.0,0.0,7.2,0.1301369863013698,"2022/08/11, 18:12:50",v1.0.0,0.0,4.0,False,,False,False,,,https://github.com/mdolab,mdolab.engin.umich.edu,,,,https://avatars.githubusercontent.com/u/26934866?v=4,,,,4.164383561643835,2.1435643564356437,1.6031353135313533,1.3209570957095709,0.5184703162811434
406,Open Charge Map,The global public registry of electric vehicle charging locations.,openchargemap,https://github.com/openchargemap/ocm-system.git,github,,Mobility and Transportation,"2022/08/23, 11:18:45",73.0,0.0,16.0,True,C#,Open Charge Map,openchargemap,"C#,HTML,JavaScript,TypeScript,CSS,SCSS,Dockerfile",https://openchargemap.org,"2013/05/31, 08:48:24",3375.0,MIT,62.0,924.0,"2022/07/29, 02:11:35",73.0,37.0,126.0,13.0,29.0,14.0,0.0,0.0445205479452054,,,0.0,10.0,False,,True,False,,,https://github.com/openchargemap,http://openchargemap.org,,,,https://avatars.githubusercontent.com/u/2486335?v=4,,,,9.246575342465754,1.6584158415841586,1.075082508250825,2.3085808580858087,0.4904168657216846
407,EVCC,An extensible EV Charge Controller with PV integration implemented in Go.,andig,https://github.com/evcc-io/evcc.git,github,"mqtt,golang,pv,wallbox,emobility,charger,wallbe,home-automation",Mobility and Transportation,"2022/08/25, 14:26:34",742.0,23.0,480.0,True,Go,,evcc-io,"Go,Vue,JavaScript,Smarty,CSS,Shell,Makefile,Dockerfile,HTML",https://evcc.io,"2019/12/06, 16:27:04",994.0,MIT,1083.0,2169.0,"2022/08/26, 18:40:20",34.0,1386.0,2245.0,1254.0,0.0,21.0,0.4,0.2209026128266032,"2022/08/13, 11:31:37",0.100,0.0,57.0,True,"github,patreon,open_collective,ko_fi,tidelift,community_bridge,liberapay,issuehunt,otechie,custom",False,False,"JanDragon/evcc,opensprinklershop/evcc,matspi/evcc,jkmssoft/evcc,MrJayC/evcc,fawick/evcc,premultiply/evcc,mclane/evccWOPhases,Pjg-Git/evcc,SirkoVZ/evcc,int5749/evcc,waldtraut1981/evcc,lukasbisdorf/evcc,texperiri/evcc,Chris591/evcc,bboehmke/evcc,StefanSchoof/evcc,PanNwt/evcc,bicaluv/evcc,thierolm/evcc,rivengh/evcc,schenlap/evcc,evcc-io/evcc",,https://github.com/evcc-io,https://evcc.io,Germany,,,https://avatars.githubusercontent.com/u/81383504?v=4,,,,2.723287671232877,2.903465346534653,2.014851485148515,3.681518151815182,0.8433184359102751
408,SteVe,"Provides basic functions for the administration of charge points, user data and RFID cards for user authentication and was tested successfully in operation.",RWTH-i5-IDSG,https://github.com/RWTH-i5-IDSG/steve.git,github,"steve,ocpp,java,emobility,chargingstation,mobility,smarthome",Mobility and Transportation,"2022/08/17, 20:39:30",358.0,0.0,122.0,True,Java,"RWTH Aachen University, Informatik 5, IDSG",RWTH-i5-IDSG,"Java,CSS,JavaScript,Dockerfile",,"2013/09/05, 12:31:46",3278.0,GPL-3.0,247.0,1656.0,"2022/08/22, 07:02:19",65.0,459.0,817.0,217.0,5.0,6.0,0.0,0.3291634089132135,"2022/03/31, 12:45:29",steve-3.4.9,0.0,16.0,False,,False,False,,,https://github.com/RWTH-i5-IDSG,https://rwth-i5-idsg.github.io,"Aachen, Germany",,,https://avatars.githubusercontent.com/u/3355315?v=4,,,,8.98082191780822,2.613861386138614,1.5074257425742574,3.2764026402640267,0.7215368750864016
409,RISE-V2G,The only fully-featured reference implementation of the Vehicle-2-Grid communication interface ISO 15118.,V2GClarity,https://github.com/SwitchEV/RISE-V2G.git,github,,Mobility and Transportation,"2022/06/02, 08:57:28",148.0,0.0,48.0,True,Java,Switch,SwitchEV,"Java,Batchfile,Shell",,"2017/07/20, 18:59:25",1863.0,MIT,17.0,182.0,"2022/01/28, 13:52:00",16.0,33.0,76.0,18.0,211.0,4.0,0.0,0.5833333333333333,"2020/07/23, 16:44:22",1.2.6,0.0,11.0,False,,False,False,,,https://github.com/SwitchEV,https://www.switch-ev.com,"London, UK",,,https://avatars.githubusercontent.com/u/30324321?v=4,,,,5.104109589041096,2.1394389438943895,1.6864686468646866,1.825907590759076,0.5697519929636793
412,Transportr,The public transport companion that respects your privacy and your freedom.,grote,https://github.com/grote/Transportr.git,github,"public-transportation,android-app,map",Mobility and Transportation,"2022/08/07, 14:52:48",819.0,0.0,111.0,True,Kotlin,,,"Kotlin,Java,Python,Ruby,Shell",https://transportr.app,"2013/09/06, 10:00:57",3277.0,GPL-3.0,6.0,1263.0,"2022/08/07, 14:57:19",126.0,168.0,690.0,25.0,20.0,13.0,2.1,0.1609477124183006,"2021/11/08, 12:52:13",2.1.4,0.0,40.0,True,"github,liberapay,custom",False,True,,,,,,,,,,,,8.978082191780821,1.8168316831683167,2.213696369636964,3.2491749174917492,0.7142193715082369
413,OneBusAway,The Open Source platform for Real Time Transit Info.,OneBusAway,https://github.com/OneBusAway/onebusaway-android.git,github,"android,onebusaway,java,public-transportation,transit,open-transit-software-foundation",Mobility and Transportation,"2022/06/22, 13:57:24",417.0,0.0,20.0,True,Java,OneBusAway,OneBusAway,"Java,Kotlin,HTML,PowerShell,Python,Shell",http://www.onebusaway.org/,"2011/06/10, 01:07:10",4096.0,CUSTOM,29.0,2384.0,"2022/07/19, 23:20:36",177.0,388.0,915.0,12.0,38.0,14.0,0.0,0.3215648854961832,"2022/06/14, 21:24:42",v2.10.1,0.0,28.0,False,,False,True,,,https://github.com/OneBusAway,https://github.com/OneBusAway/onebusaway/wiki,,,,https://avatars.githubusercontent.com/u/1428806?v=4,,,,11.221917808219178,2.1963696369636967,1.603135313531353,3.4463696369636967,0.702290178150838
414,transitfeed,"A Python library for reading, validating and writing transit schedule information in the GTFS format.",google,https://github.com/google/transitfeed.git,github,,Mobility and Transportation,"2022/05/23, 16:23:53",648.0,36.0,28.0,True,Python,Google,google,"Python,JavaScript,CSS,HTML,VBScript",https://github.com/google/transitfeed/wiki,"2014/09/15, 15:16:32",2903.0,Apache-2.0,1.0,434.0,"2021/10/16, 08:29:50",194.0,47.0,326.0,2.0,315.0,21.0,0.4,0.4936708860759493,"2018/01/24, 22:09:07",1.2.16,0.0,23.0,False,,False,True,"informaticacba/gtfseditor,avilaton/gtfseditor,etalab/transport-validator-python,tulsawebdevs/tulsa-transit-google,YoRyan/busbook,Thynix/aaata-buspage,jonathanzhang99/livesubway,brennv/gtfs-pipeline,SamTrans/gtfs-qa,zacs/victoriaclipper-gtfs,ultranaut/jitney,bcpearce/nyc-train-arrival-server,NoxHarmonium/transport-heartbeat,egofer/organicity-risum,yinnonsanders/tcat_gtfs,philnielsen/alexa-metra,bcpearce/nyc-train-arrival,askogvold/shapes-editor,AaronMorais/textYRT,guidj/transit,kdheepak/RTDT,azavea/gtfs-feed-fetcher,flibbertigibbet/gtfs-feed-fetcher,publictransit-in/livetrains,Trillium-Solutions/oba_rvtd_monitor,grote/osm2gtfs,fgcarto/gtfsdb,peterlau/gtfsdb-versioned,opentripplanner/OTPSetup,demotera/mobirennes,Tristramg/mumoro,novalis/BusTracker,jcabannes/Projet_tut,ed-g/transitfeed_web,Trillium-Solutions/oba_rvtd_deployer,evansiroky/OnTransit",,https://github.com/google,https://opensource.google/,,,,https://avatars.githubusercontent.com/u/1342004?v=4,,,,7.953424657534247,1.4925742574257426,2.1955445544554455,2.547854785478548,0.6189862075855149
415,node-gtfs,"Import GTFS transit data into SQLite and query routes, stops, times, fares and more.",BlinkTagInc,https://github.com/BlinkTagInc/node-gtfs.git,github,"gtfs,node-gtfs,transit,transit-data,public-transportation,sqlite,geojson",Mobility and Transportation,"2022/08/08, 22:52:38",362.0,0.0,33.0,True,JavaScript,BlinkTag,BlinkTagInc,"JavaScript,TypeScript,Shell",,"2012/02/13, 17:38:00",3847.0,MIT,48.0,684.0,"2022/08/08, 22:47:28",2.0,61.0,129.0,8.0,18.0,0.0,0.8,0.1174603174603174,"2022/08/08, 22:46:07",3.6.0,0.0,32.0,False,,False,False,,,https://github.com/BlinkTagInc,https://blinktag.com,"San Francisco, CA",,,https://avatars.githubusercontent.com/u/12618433?v=4,,,,10.53972602739726,2.235973597359736,1.953795379537954,2.6006600660066006,0.6750364945453774
416,Public Transport Enabler,Unleash public transport data in your Java project.,schildbach,https://github.com/schildbach/public-transport-enabler.git,github,"java,library,public-transportation,navitia,hafas,efa",Mobility and Transportation,"2022/08/23, 15:37:02",318.0,0.0,46.0,True,Java,,,Java,https://groups.google.com/forum/#!forum/public-transport-enabler-discuss,"2013/05/27, 15:31:24",3379.0,GPL-3.0,27.0,2454.0,"2022/05/06, 08:46:34",204.0,134.0,276.0,21.0,113.0,27.0,0.6,0.0714771953710007,,,0.0,36.0,False,,False,False,,,,,,,,,,,,9.257534246575343,1.8498349834983498,1.8688118811881187,3.1889438943894386,0.6738569155490883
417,osm2gtfs,Turn OpenStreetMap data and schedule information into GTFS.,grote,https://github.com/grote/osm2gtfs.git,github,"openstreetmap,gtfs,schedule,public-transportation,python",Mobility and Transportation,"2020/02/03, 07:14:37",81.0,0.0,7.0,True,Python,,,Python,,"2016/07/11, 21:07:57",2237.0,GPL-3.0,0.0,111.0,"2021/12/10, 18:16:45",31.0,82.0,133.0,1.0,259.0,3.0,1.6,0.6226415094339622,,,0.0,9.0,False,,False,False,,,,,,,,,,,,6.1287671232876715,1.1666666666666665,2.3226072607260724,1.933168316831683,0.5471841804869976
418,Quetzal,A modeling library designed for transport planning and traffic forecasts.,systragroup,https://github.com/systragroup/quetzal.git,github,,Mobility and Transportation,"2022/07/26, 23:00:59",26.0,1.0,5.0,True,Jupyter Notebook,SYSTRA,systragroup,"Jupyter Notebook,Python,QML,Batchfile,Shell,HTML",,"2018/11/20, 08:30:37",1376.0,CUSTOM,126.0,481.0,"2022/08/23, 18:30:11",12.0,71.0,79.0,29.0,3.0,8.0,0.0,0.4150943396226415,"2021/01/29, 09:13:16",v2.0.0,0.0,9.0,False,,False,False,systragroup/quetzal_santo_domingo,,https://github.com/systragroup,https://www.systra.com,,,,https://avatars.githubusercontent.com/u/45179084?v=4,,,,3.76986301369863,1.9273927392739276,1.4216171617161717,2.1080858085808583,0.541123559858892
419,quetzal_germany,A four step transport model for Germany using the quetzal transport modeling suite.,marlinarnz,https://github.com/marlinarnz/quetzal_germany.git,github,,Mobility and Transportation,"2022/08/26, 12:15:09",3.0,0.0,1.0,True,Jupyter Notebook,,,Jupyter Notebook,,"2021/02/19, 15:12:46",554.0,MIT,35.0,59.0,"2022/08/23, 18:30:11",0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,"2022/08/10, 09:42:54",v1.2.0,0.0,1.0,False,,False,False,,,,,,,,,,,,1.5178082191780822,1.6064356435643563,0.31683168316831684,0.1608910891089109,0.21948687858427066
421,NoiseModelling,A free and open source model to compute noise maps.,Ifsttar,https://github.com/Universite-Gustave-Eiffel/NoiseModelling.git,github,"propagation,acoustics,gis,modelling,noise,java,cnossos-eu,noise-modelling,pathfinder,pathfinding,research,sound-propagation,noise-propagation",Mobility and Transportation,"2022/07/20, 07:37:08",91.0,0.0,26.0,True,Java,Université Gustave Eiffel,Universite-Gustave-Eiffel,"Java,Groovy,CSS,HTML,JavaScript,Shell,Batchfile",https://noisemodelling.readthedocs.io ,"2012/07/12, 11:21:06",3698.0,GPL-3.0,396.0,2322.0,"2022/07/29, 12:29:26",46.0,262.0,420.0,127.0,29.0,1.0,0.0,0.544837980406933,"2022/06/16, 11:49:39",v4.0.0,0.0,15.0,False,,True,False,,,https://github.com/Universite-Gustave-Eiffel,https://www.univ-gustave-eiffel.fr/,France,,,https://avatars.githubusercontent.com/u/7008647?v=4,,,,10.131506849315068,2.9554455445544554,1.74009900990099,3.1757425742574257,0.7755006214540828
422,NoiseCapture,Android App dedicated to the measurement of environmental noise.,Ifsttar,https://github.com/Universite-Gustave-Eiffel/NoiseCapture.git,github,"measurements,noise-maps,collaborative-science,android",Mobility and Transportation,"2022/07/28, 07:59:00",60.0,0.0,12.0,True,Java,Université Gustave Eiffel,Universite-Gustave-Eiffel,"Java,Groovy,HTML,CSS,JavaScript,Scheme,Python,MATLAB",http://noise-planet.org/fr/noisecapture.html,"2015/03/25, 14:45:36",2712.0,GPL-3.0,57.0,1002.0,"2022/07/28, 07:59:08",72.0,168.0,301.0,11.0,30.0,1.0,0.0,0.15,"2021/12/10, 07:39:44",v1.2.22,0.0,8.0,False,,False,False,,,https://github.com/Universite-Gustave-Eiffel,https://www.univ-gustave-eiffel.fr/,France,,,https://avatars.githubusercontent.com/u/7008647?v=4,,,,7.4301369863013695,2.0734323432343236,1.084983498349835,2.6864686468646863,0.5672248012917949
423,bikedata,Aims to enable ready importing of historical trip data from all public bicycle hire systems which provide data. Will be expanded on an ongoing basis as more systems publish open data.,ropensci,https://github.com/ropensci/bikedata.git,github,"bicycle-hire-systems,r,rstats,bike-hire,bicycle-hire,database,bike-data,r-package,peer-reviewed",Mobility and Transportation,"2022/03/23, 14:55:25",76.0,0.0,2.0,True,R,rOpenSci,ropensci,"R,C++,C,TeX,Makefile,Shell",https://docs.ropensci.org/bikedata,"2016/12/12, 16:14:07",2083.0,GPL-3.0,16.0,678.0,"2022/02/01, 12:13:51",19.0,15.0,85.0,2.0,207.0,0.0,0.0,0.0417310664605873,"2019/05/09, 13:38:38",v0.2.3,0.0,9.0,False,,False,True,,,https://github.com/ropensci,https://ropensci.org/,"Berkeley, CA",,,https://avatars.githubusercontent.com/u/1200269?v=4,,,,5.706849315068493,1.7013201320132014,1.0074257425742574,1.9636963696369636,0.4584332248779957
424,CyclOSM,A CartoCSS map style designed with cycling in mind.,cyclosm,https://github.com/cyclosm/cyclosm-cartocss-style.git,github,"osm,cartocss,cycling,openstreetmap,map,tiles",Mobility and Transportation,"2021/09/13, 19:52:16",169.0,0.0,43.0,True,CartoCSS,CyclOSM,cyclosm,"CartoCSS,Python,JavaScript,Shell,Dockerfile",https://www.cyclosm.org,"2019/01/23, 15:03:34",1312.0,CUSTOM,3.0,934.0,"2022/03/31, 20:43:43",79.0,154.0,550.0,17.0,148.0,9.0,0.0,0.4460338101430429,"2021/07/22, 17:49:55",v0.6,4.0,11.0,False,,False,True,,,https://github.com/cyclosm,,,,,https://avatars.githubusercontent.com/u/47216240?v=4,,,,3.5945205479452054,1.9859735973597359,1.5404290429042904,2.8886138613861387,0.6261547675855448
425,Gym Electric Motor,An OpenAI Gym Environment for Electric Motors.,upb-lea,https://github.com/upb-lea/gym-electric-motor.git,github,"reinforcement-learning,openai-gym-environments,machinelearning,openai-gym,openai,gym-environment,pmsm,motor-models,converters,benchmark,electrical-engineering,electric-drive",Mobility and Transportation,"2022/06/15, 07:09:01",193.0,0.0,72.0,True,Python,Paderborn University - LEA,upb-lea,Python,https://upb-lea.github.io/gym-electric-motor/,"2019/10/21, 14:04:01",1041.0,MIT,162.0,888.0,"2022/06/13, 08:44:42",11.0,91.0,186.0,39.0,75.0,0.0,3.5,0.6039453717754173,"2022/06/15, 07:15:42",v1.1.0,0.0,11.0,False,,True,True,,,https://github.com/upb-lea,https://ei.uni-paderborn.de/en/lea/,"Paderborn, Germany",,,https://avatars.githubusercontent.com/u/55782224?v=4,,,,2.852054794520548,2.783828382838284,2.461221122112211,2.6064356435643563,0.7907165920247717
426,BEAM,"The Framework for Modeling Behavior, Energy, Autonomy, and Mobility in Transportation Systems.",LBNL-UCB-STI,https://github.com/LBNL-UCB-STI/beam.git,github,,Mobility and Transportation,"2022/08/23, 12:19:09",125.0,0.0,15.0,True,Scala,LBNL/UCB - Sustainable Transportation Initiative,LBNL-UCB-STI,"Scala,Jupyter Notebook,Python,Java,R,Batchfile,Shell,Dockerfile,Smarty,Makefile,JavaScript",,"2016/11/07, 20:38:29",2118.0,CUSTOM,1261.0,14800.0,"2022/08/25, 20:37:26",133.0,1742.0,3470.0,777.0,1.0,72.0,0.8,0.8170245845884754,"2019/11/14, 15:11:09",pilates-runs-10-28-2019,0.0,44.0,False,,False,False,,,https://github.com/LBNL-UCB-STI,,"Berkeley, CA",,,https://avatars.githubusercontent.com/u/26527414?v=4,,,,5.802739726027397,2.355610561056106,2.683168316831683,3.886963696369637,0.8776616763238718
427,WoBike,Public transport and multimodal routing apps could benefit from showing nearby bikes from bikesharing services. So here's a list showing the APIs of a few of these platforms.,ubahnverleih,https://github.com/ubahnverleih/WoBike.git,github,"bike,sharing,api,map,location,documentation,opendata,scooter,bike-share,scooter-sharing",Mobility and Transportation,"2022/08/04, 08:13:39",864.0,0.0,119.0,True,,,,,,"2017/08/04, 15:12:14",1849.0,CUSTOM,16.0,293.0,"2022/08/04, 08:13:39",97.0,80.0,151.0,12.0,23.0,1.0,0.0,0.7112299465240641,,,0.0,47.0,False,,False,False,,,,,,,,,,,,5.065753424657534,1.368811881188119,2.108910891089109,2.51980198019802,0.5937612543607697
428,multicycles,"Aggregates on one map, more than 100 share vehicles like bikes, scooters, mopeds and cars.",PierrickP,https://github.com/PierrickP/multicycles.git,github,"velib,freefloating,bike,bikesharing,bikeshare,mobike,bike-rental-services,lime,bird,voi,tier,api,carsharing,scooters,bikes,cars",Mobility and Transportation,"2022/08/09, 09:17:20",84.0,1.0,5.0,True,Vue,,,"Vue,JavaScript,SCSS,Shell,Dockerfile,HTML",https://multicycles.org/,"2017/12/27, 09:43:15",1704.0,MIT,16.0,612.0,"2022/04/12, 23:50:51",33.0,79.0,152.0,33.0,136.0,33.0,0.0,0.1115107913669064,,,0.0,7.0,False,,False,False,PierrickP/multicycles,,,,,,,,,,,4.668493150684932,1.853960396039604,0.9917491749174918,2.2252475247524752,0.494786187209832
429,pybikes,"Provides a set of tools to scrape bike sharing data from different websites and APIs, thus providing a coherent and generalized set of classes and methods to access this sort of information.",eskerda,https://github.com/eskerda/pybikes.git,github,,Mobility and Transportation,"2022/08/22, 13:38:16",488.0,0.0,31.0,True,Python,,,"Python,Makefile",https://citybik.es,"2010/07/16, 10:07:59",4425.0,LGPL-3.0,144.0,1091.0,"2022/08/22, 13:38:54",62.0,336.0,439.0,76.0,5.0,6.0,0.1,0.3959390862944162,,,0.0,81.0,False,,False,False,,,,,,,,,,,,12.123287671232877,1.8333333333333335,2.066006600660066,3.3118811881188117,0.70460697142683
431,ChargyDesktopApp,"Chargy is a transparency software for secure and transparent e-mobility charging processes, as defined by the German ""Eichrecht"".",OpenChargingCloud,https://github.com/OpenChargingCloud/ChargyDesktopApp.git,github,"transparency,eichrecht,electron,chargy,smartmetering,evroamingdeluxe,premiumeichrecht,evroaming,e-mobility",Mobility and Transportation,"2022/08/03, 10:09:13",8.0,0.0,3.0,True,TypeScript,Open Charging Cloud,OpenChargingCloud,"TypeScript,SCSS,HTML,CSS,JavaScript,Shell",,"2018/11/29, 21:52:31",1366.0,AGPL-3.0,64.0,539.0,"2022/08/03, 09:58:28",27.0,14.0,45.0,4.0,24.0,1.0,0.0,0.0189473684210526,"2020/06/29, 11:04:11",v1.2,0.0,3.0,True,"github,patreon,open_collective,ko_fi,tidelift,community_bridge,liberapay,issuehunt,otechie,custom",True,True,,,https://github.com/OpenChargingCloud,https://open.charging.cloud,"Jena, Germany",,,https://avatars.githubusercontent.com/u/17928234?v=4,,,,3.7424657534246575,1.6831683168316833,0.5981848184818481,1.4166666666666667,0.3645849567180317
432,WWCP_OCPP,Connectivity between the World Wide Charging Protocol (WWCP) and the Open Charge Point Protocol (OCPP v1.6/v2.0).,OpenChargingCloud,https://github.com/OpenChargingCloud/WWCP_OCPP.git,github,"ocpp,e-mobility,charging,chargingstation",Mobility and Transportation,"2022/07/25, 18:58:25",23.0,0.0,12.0,True,C#,Open Charging Cloud,OpenChargingCloud,"C#,TypeScript,SCSS,CSS,HTML",,"2016/05/23, 17:07:44",2286.0,Apache-2.0,45.0,141.0,"2020/06/28, 03:44:21",4.0,0.0,1.0,0.0,790.0,0.0,0.0,0.0,,,0.0,1.0,True,"github,patreon,open_collective,ko_fi,tidelift,community_bridge,liberapay,issuehunt,otechie,custom",False,False,,,https://github.com/OpenChargingCloud,https://open.charging.cloud,"Jena, Germany",,,https://avatars.githubusercontent.com/u/17928234?v=4,,,,6.263013698630137,1.6848184818481848,0.31683168316831684,0.3102310231023102,0.2403208247768621
433,WWCP_Core,The World Wide Charging Protocol Suite is a collection of protocols in order to connect market actors in the field of e-mobility solutions via scalable and secure Internet protocols.,OpenChargingCloud,https://github.com/OpenChargingCloud/WWCP_Core.git,github,"wwcp,e-mobility,ev-roaming,charging,chargingstation",Mobility and Transportation,"2022/08/09, 19:31:03",5.0,0.0,1.0,True,C#,Open Charging Cloud,OpenChargingCloud,C#,,"2015/05/05, 12:15:42",2671.0,AGPL-3.0,18.0,925.0,"2020/06/28, 03:44:21",4.0,0.0,0.0,0.0,790.0,0.0,0.0,0.0,,,0.0,1.0,True,"github,patreon,open_collective,ko_fi,tidelift,community_bridge,liberapay,issuehunt,otechie,custom",False,False,,,https://github.com/OpenChargingCloud,https://open.charging.cloud,"Jena, Germany",,,https://avatars.githubusercontent.com/u/17928234?v=4,,,,7.317808219178082,1.5330033003300327,0.31683168316831684,0.7392739273927393,0.26019903738509303
435,RAMP-mobility,A novel application of the RAMP main engine for generating bottom-up stochastic electric vehicles load profiles.,RAMP-project,https://github.com/RAMP-project/RAMP-mobility.git,github,"electric-vehicles-mobility,charging-profiles,ramp-model,charging-strategies,demand",Mobility and Transportation,"2022/02/25, 08:24:46",7.0,0.0,3.0,True,Python,RAMP,RAMP-project,Python,,"2020/05/24, 09:47:42",825.0,EUPL-1.2,10.0,130.0,"2021/10/08, 14:09:29",10.0,4.0,13.0,2.0,323.0,0.0,0.25,0.2735849056603774,"2021/05/28, 07:43:30",v0.3.1,0.0,4.0,False,,False,False,,,https://github.com/RAMP-project,,,,,https://avatars.githubusercontent.com/u/65850039?v=4,,,,2.26027397260274,1.8894389438943895,1.3127062706270627,0.7978547854785478,0.41497701441288076
436,PCT,The goal is to increase the accessibility and reproducibility of the data produced by the Propensity to Cycle Tool (PCT).,ITSLeeds,https://github.com/ITSLeeds/pct.git,github,,Mobility and Transportation,"2021/12/09, 13:49:39",15.0,0.0,3.0,True,TeX,Institute for Transport Studies,ITSLeeds,"TeX,R",https://itsleeds.github.io/pct/,"2019/02/21, 13:48:11",1283.0,EUPL-1.2,48.0,555.0,"2022/05/12, 12:18:22",23.0,40.0,95.0,9.0,107.0,2.0,1.2,0.2393509127789046,"2021/12/03, 11:58:54",v0.9.4,1.0,8.0,False,,False,False,,,https://github.com/ITSLeeds,https://environment.leeds.ac.uk/transport,"Leeds, UK",,,https://avatars.githubusercontent.com/u/22447619?v=4,,,,3.515068493150685,2.2293729372937294,1.7813531353135312,2.041254125412541,0.6080233948337049
437,goat,A tool capable of modeling walking and cycling accessibility.,goat-community,https://github.com/goat-community/goat.git,github,"accessibility-analysis,isochrones,walking,cycling,accessiblity-scenarios,mobility",Mobility and Transportation,"2022/08/23, 17:49:08",65.0,0.0,28.0,True,Python,Plan4Better,goat-community,"Python,JavaScript,Vue,HTML,PLpgSQL,C++,Dockerfile,Makefile,SCSS,Shell,Mako",,"2018/09/30, 11:09:17",1427.0,GPL-3.0,543.0,5321.0,"2022/08/27, 07:32:49",125.0,657.0,1354.0,257.0,0.0,9.0,0.8,0.5385188866799204,"2022/05/21, 07:30:31",v1.1,0.0,18.0,False,,False,False,,,https://github.com/goat-community,https://plan4better.de,Germany,,,https://avatars.githubusercontent.com/u/58163984?v=4,,,,3.9095890410958902,2.603960396039604,2.298679867986799,3.56023102310231,0.8333302862980124
438,gtfs-router,An R package for routing with GTFS (General Transit Feed Specification) data.,ATFutures,https://github.com/ATFutures/gtfs-router.git,github,"gtfs,public-transportation,router,gtfs-router,r-package",Mobility and Transportation,"2022/08/17, 08:15:43",54.0,0.0,7.0,True,R,Active Transport Futures,ATFutures,"R,C++,Makefile",https://atfutures.github.io/gtfs-router/,"2019/01/28, 08:28:13",1307.0,GPL-3.0,62.0,751.0,"2022/08/22, 11:58:02",9.0,8.0,78.0,5.0,5.0,0.0,0.0,0.0395634379263301,"2021/06/11, 09:09:30",v0.0.5,0.0,4.0,False,,False,False,,,https://github.com/ATFutures,https://atfutures.github.io/,Worldwide,,,https://avatars.githubusercontent.com/u/32261335?v=4,,,,3.580821917808219,1.636963696369637,0.7161716171617162,1.5907590759075907,0.3875612273143858
